Index	higherClassification
Fungi	.*?\|Bionectriaceae\|.*?
Archaea	.*?\|Biota\|Archaea\|.*?
Bacteria	.*?\|Biota\|Bacteria\|.*?
Fungi	.*?\|Biporipsilonites\|.*?
Plants	.*?\|Birbalipites\|.*?
Plants	.*?\|Bireticulasporis\|.*?
Viruses	.*?\|Birnaviridae\|.*?
Protists	.*?\|Birrindudutuba\|.*?
Angiosperms	.*?\|Biscutella\|.*?
Angiosperms	.*?\|Biserrula\|.*?
Bivalvia	.*?\|Bivalvia\|.*?
Angiosperms	.*?\|Bixaceae\|.*?
Blattodea	.*?\|Blabera\|.*?
Angiosperms	.*?\|Blaeria\|.*?
Fungi	.*?\|Blastocladiomycota\|.*?
Plants	.*?\|Blastophragmium\|.*?
Blattodea	.*?\|Blattellidae\|.*?
Blattodea	.*?\|Blattodea\|.*?
Pteridophytes	.*?\|Blechnaceae\|.*?
Pteridophytes	.*?\|Blechnoxylon\|.*?
Angiosperms	.*?\|Blitum\|.*?
Viruses	.*?\|Blubervirales\|.*?
Angiosperms	.*?\|Bobartia\|.*?
Angiosperms	.*?\|Bocconia\|.*?
Plants	.*?\|Boegendorfia\|.*?
Bacteria	.*?\|Bogutschanophycus\|.*?
Tetrapoda	.*?\|Boidae\|.*?
Pteridophytes	.*?\|Boiophyton\|.*?
Ephemeroptera	.*?\|Bojophlebiidae\|.*?
Plants	.*?\|Bokarosporites\|.*?
Fungi	.*?\|Boletaceae\|.*?
Fungi	.*?\|Boliniaceae\|.*?
Plants	.*?\|Boliviana\|.*?
Insecta	.*?\|Boltonocostidae\|.*?
Animals	.*?\|Bomakellia\|.*?
Angiosperms	.*?\|Bombacophyllum\|.*?
Tetrapoda	.*?\|Bombycillidae\|.*?
Diptera	.*?\|Bombyliidae\|.*?
Annelida	.*?\|Bonelliidae\|.*?
Angiosperms	.*?\|Bonnetiaceae\|.*?
Angiosperms	.*?\|Bontia\|.*?
Angiosperms	.*?\|Boraginaceae\|.*?
Angiosperms	.*?\|Boraginales\|.*?
Angiosperms	.*?\|Borago\|.*?
Plants	.*?\|Borbonia\|.*?
Arthropoda	.*?\|Borchgrevinkium\|.*?
Plants	.*?\|Boroldaiphycus\|.*?
Plants	.*?\|Boroviczia\|.*?
Crustacea	.*?\|Bostrichopodida\|.*?
Pteridophytes	.*?\|Bothrodendron\|.*?
Tetrapoda	.*?\|Bothrops\|.*?
Pteridophytes	.*?\|Bothrostrobus\|.*?
Bacteria	.*?\|Botominella\|.*?
Fungi	.*?\|Botryobasidiaceae\|.*?
Plants	.*?\|Botryococcites\|.*?
Fungi	.*?\|Botryosphaeriaceae\|.*?
Fungi	.*?\|Botrytites\|.*?
Plants	.*?\|Boutakoffites\|.*?
Tetrapoda	.*?\|Bovidae\|.*?
Angiosperms	.*?\|Brabejum\|.*?
Brachiopoda	.*?\|Brachiopoda\|.*?
Flatworms	.*?\|Brachylaemus\|.*?
Bryophytes	.*?\|Brachytheciaceae\|.*?
Crustacea	.*?\|Bradoriida\|.*?
Crustacea	.*?\|Branchiopoda\|.*?
Protists	.*?\|Brasilobiaceae\|.*?
Angiosperms	.*?\|Brassica\|.*?
Angiosperms	.*?\|Brassicaceae\|.*?
Angiosperms	.*?\|Brassicales\|.*?
Plants	.*?\|Bredaea\|.*?
Crustacea	.*?\|Bredocaris\|.*?
Fungi	.*?\|Brefeldiellites\|.*?
Protists	.*?\|Breviatea\|.*?
Plants	.*?\|Brevitriletes\|.*?
Insecta	.*?\|Breyeriodes\|.*?
Plants	.*?\|Briardina\|.*?
Plants	.*?\|Brijrajisporites\|.*?
Angiosperms	.*?\|Briza\|.*?
Animals	.*?\|Broccoliforma\|.*?
Angiosperms	.*?\|Bromeliaceae\|.*?
Angiosperms	.*?\|Bromelites\|.*?
Viruses	.*?\|Bromoviridae\|.*?
Plants	.*?\|Brongniartites\|.*?
Animals	.*?\|Bronicella\|.*?
Plants	.*?\|Bronnites\|.*?
Angiosperms	.*?\|Browallia\|.*?
Insecta	.*?\|Bruayaphis\|.*?
Bryophytes	.*?\|Bruchiaceae\|.*?
Angiosperms	.*?\|Brunelliaceae\|.*?
Insecta	.*?\|Brunellopteron\|.*?
Angiosperms	.*?\|Brunsfelsia\|.*?
Bryophytes	.*?\|Bryaceae\|.*?
Bryophytes	.*?\|Bryobiotina\|.*?
Bryophytes	.*?\|Bryophyta\|$
Bryophytes	.*?\|Bryopsida\|.*?
Chlorophyta	.*?\|Bryopsidales\|.*?
Chlorophyta	.*?\|Bryopsidophyceae\|.*?
Bryozoa	.*?\|Bryozoa\|.*?
Protists	.*?\|Bubnoffphycos\|.*?
Angiosperms	.*?\|Bubon\|.*?
Angiosperms	.*?\|Bubulcia\|.*?
Angiosperms	.*?\|Buddleja\|.*?
Angiosperms	.*?\|Buddlejaceae\|.*?
Angiosperms	.*?\|Bufonia\|.*?
Bacteria	.*?\|Bulbistroma\|.*?
Chlorophyta	.*?\|Bulbochaete\|.*?
Angiosperms	.*?\|Bulbocodium\|.*?
Arthropoda	.*?\|Bunaia\|.*?
Angiosperms	.*?\|Bunias\|.*?
Angiosperms	.*?\|Bunium\|.*?
Arthropoda	.*?\|Bunodacea\|.*?
Viruses	.*?\|Bunyaviridae\|.*?
Angiosperms	.*?\|Buphthalmum\|.*?
Angiosperms	.*?\|Burmanniaceae\|.*?
Angiosperms	.*?\|Burseraceae\|.*?
Gymnosperms	.*?\|Butefia\|.*?
Angiosperms	.*?\|Butomites\|.*?
Angiosperms	.*?\|Butomus\|.*?
Angiosperms	.*?\|Buxaceae\|.*?
Angiosperms	.*?\|Buxales\|.*?
Chlorophyta	.*?\|Buzgulella\|.*?
Actinopterygii	.*?\|Bythitidae\|.*?
Plants	.*?\|Bythocladus\|.*?
Plants	.*?\|Bythotrephis\|.*?
Angiosperms	.*?\|Cabombaceae\|.*?
Angiosperms	.*?\|Cachrys\|.*?
Angiosperms	.*?\|Cactaceae\|.*?
Plants	.*?\|Cactites\|.*?
Plants	.*?\|Caenopterites\|.*?
Plants	.*?\|Caheniasaccites\|.*?
Pteridophytes	.*?\|Calamariophyllum\|.*?
Pteridophytes	.*?\|Calamodendrostachys\|.*?
Plants	.*?\|Calamophycus\|.*?
Pteridophytes	.*?\|Calamophyllites\|.*?
Pteridophytes	.*?\|Calamopitus\|.*?
Crustacea	.*?\|Calanoida\|.*?
Porifera	.*?\|Calcarea\|.*?
Fungi	.*?\|Calcarisporiellomycota\|.*?
Angiosperms	.*?\|Calceolariaceae\|.*?
Life	.*?\|Calcideletrix\|.*?
Protists	.*?\|Calcitarcha\|.*?
Lepidoptera	.*?\|Calephelis\|.*?
Lepidoptera	.*?\|Caleta\|.*?
Viruses	.*?\|Caliciviridae\|.*?
Plants	.*?\|Calleophyllum\|.*?
Bryophytes	.*?\|Calliergonaceae\|.*?
Diptera	.*?\|Calliphoridae\|.*?
Pteridophytes	.*?\|Callipteridium\|.*?
Plants	.*?\|Callispora\|.*?
Plants	.*?\|Callithamnopsis\|.*?
Tetrapoda	.*?\|Callitrichidae\|.*?
Gymnosperms	.*?\|Callitroxylon\|.*?
Lepidoptera	.*?\|Callophrys\|.*?
Fungi	.*?\|Callorites\|.*?
Plants	.*?\|Callumispora\|.*?
Insecta	.*?\|Caloneurodea\|.*?
Angiosperms	.*?\|Calophyllaceae\|.*?
Angiosperms	.*?\|Caltha\|.*?
Angiosperms	.*?\|Calyceraceae\|.*?
Plants	.*?\|Calycophysoides\|.*?
Lepidoptera	.*?\|Calycopis\|.*?
Bryophytes	.*?\|Calymperaceae\|.*?
Bryophytes	.*?\|Calypogeiaceae\|.*?
Crustacea	.*?\|Calyptopis\|.*?
Mollusca	.*?\|Calyptoptomatida\|.*?
Nematoda	.*?\|Camallanidae\|.*?
Arthropoda	.*?\|Camanchia\|.*?
Fungi	.*?\|Cambosira\|.*?
Animals	.*?\|Cambroernids\|.*?
Crustacea	.*?\|Cambropachycope\|.*?
Cnidaria	.*?\|Cambrostroma\|.*?
Angiosperms	.*?\|Camellia\|.*?
Plants	.*?\|Camerosporites\|.*?
Tetrapoda	.*?\|Camilia\|.*?
Angiosperms	.*?\|Campanulaceae\|.*?
Plants	.*?\|Campanulospermum\|.*?
Diptera	.*?\|Campeulites\|.*?
Angiosperms	.*?\|Camphorosma\|.*?
Arthropoda	.*?\|Campodeidae\|.*?
Gymnosperms	.*?\|Campoxylon\|.*?
Insecta	.*?\|Campteroneura\|.*?
Pteridophytes	.*?\|Camptopteris\|.*?
Insecta	.*?\|Camptotaxineuridae\|.*?
Bacteria	.*?\|Campylobacterota\|.*?
Insecta	.*?\|Campylopterodea\|.*?
Protists	.*?\|Cana\|.*?
Crustacea	.*?\|Canadaspidida\|.*?
Annelida	.*?\|Canalipalpata\|.*?
Protists	.*?\|Cancellophycus\|.*?
Lepidoptera	.*?\|Candalides\|.*?
Bacteria	.*?\|candidate division NC10\|.*?
Bacteria	.*?\|Candidatus Babeliae\|.*?
Archaea	.*?\|Candidatus Geothermarchaeota\|.*?
Archaea	.*?\|Candidatus Lokiarchaeota\|.*?
Bacteria	.*?\|Candidatus Melainabacteria\|.*?
Archaea	.*?\|Candidatus Odinarchaeota\|.*?
Bacteria	.*?\|Candidatus Parcubacteria\|.*?
Bacteria	.*?\|Candidatus Saccharibacteria\|.*?
Bacteria	.*?\|Candidatus Thermoplasmatota\|.*?
Angiosperms	.*?\|Canellaceae\|.*?
Angiosperms	.*?\|Canellales\|.*?
Tetrapoda	.*?\|Canidae\|.*?
Angiosperms	.*?\|Cannabaceae\|.*?
Angiosperms	.*?\|Cannaceae\|.*?
Plants	.*?\|Cannanoropollis\|.*?
Plants	.*?\|Cannophyllites\|.*?
Vertebrata	.*?\|Canowindridae\|.*?
Nematoda	.*?\|Capillariidae\|.*?
Annelida	.*?\|Capitellidae\|.*?
Tetrapoda	.*?\|Capitonidae\|.*?
Fungi	.*?\|Capnodiales incertae sedis\|.*?
Angiosperms	.*?\|Capparaceae\|.*?
Angiosperms	.*?\|Capparidoxylon\|.*?
Angiosperms	.*?\|Capraria\|.*?
Angiosperms	.*?\|Caprifoliaceae\|.*?
Plants	.*?\|Caprifoliipites\|.*?
Angiosperms	.*?\|Capsicum\|.*?
Fungi	.*?\|Capsulasclerotes\|.*?
Coleoptera	.*?\|Carabidae\|.*?
Insecta	.*?\|Carbotriplurida\|.*?
Angiosperms	.*?\|Cardamine\|.*?
Tetrapoda	.*?\|Cardinalidae\|.*?
Gymnosperms	.*?\|Cardiocarpales\|.*?
Plants	.*?\|Cardioglossum\|.*?
Angiosperms	.*?\|Cardiopteridaceae\|.*?
Angiosperms	.*?\|Caricaceae\|.*?
Angiosperms	.*?\|Caricopsis\|.*?
Angiosperms	.*?\|Carlina\|.*?
Tetrapoda	.*?\|Carnivora\|.*?
Chlorophyta	.*?\|Carpathocodium\|.*?
Gymnosperms	.*?\|Carpentieria\|.*?
Angiosperms	.*?\|Carpesium\|.*?
Plants	.*?\|Carpites\|.*?
Angiosperms	.*?\|Carpolithes\|.*?
Plants	.*?\|Carradorites\|.*?
Angiosperms	.*?\|Carthamus\|.*?
Angiosperms	.*?\|Carum\|.*?
Angiosperms	.*?\|Caryocaraceae\|.*?
Angiosperms	.*?\|Caryophyllaceae\|.*?
Angiosperms	.*?\|Caryophyllales\|.*?
Angiosperms	.*?\|Cassine\|.*?
Angiosperms	.*?\|Cassytha\|.*?
Angiosperms	.*?\|Castellinia\|.*?
Bryophytes	.*?\|Catagoniaceae\|.*?
Angiosperms	.*?\|Catananche\|.*?
Plants	.*?\|Catangophyton\|.*?
Plants	.*?\|Catenalis\|.*?
Angiosperms	.*?\|Catesbaea\|.*?
Tetrapoda	.*?\|Cathartidae\|.*?
Tetrapoda	.*?\|Cathartiformes\|.*?
Plants	.*?\|Cathaysiopteris\|.*?
Angiosperms	.*?\|Caucalis\|.*?
Tetrapoda	.*?\|Caudata\|.*?
Plants	.*?\|Caudex\|.*?
Mollusca	.*?\|Caudofoveata\|.*?
Viruses	.*?\|Caudovirales\|.*?
Chlorophyta	.*?\|Caulerpides\|.*?
Viruses	.*?\|Caulimoviridae\|.*?
Fungi	.*?\|Caulochytriomycota\|.*?
Plants	.*?\|Caulomorpha\|.*?
Gymnosperms	.*?\|Caulophyllites\|.*?
Insecta	.*?\|Cavalarva\|.*?
Gastropoda	.*?\|Cavolinidae\|.*?
Tetrapoda	.*?\|Cebidae\|.*?
Diptera	.*?\|Cecidomyiidae\|.*?
Plants	.*?\|Cedrites\|.*?
Lepidoptera	.*?\|Celama\|.*?
Angiosperms	.*?\|Celastraceae\|.*?
Angiosperms	.*?\|Celastrales\|.*?
Lepidoptera	.*?\|Celastrina\|.*?
Life	.*?\|Cellular Organisms\|$
Archaea	.*?\|Cellular Organisms\|Archaea\|.*?
Bacteria	.*?\|Cellular Organisms\|Bacteria\|.*?
Fungi	.*?\|Celluloxylon\|.*?
Angiosperms	.*?\|Celosia\|.*?
Plants	.*?\|Celyphinia\|.*?
Protists	.*?\|Centrohelida\|.*?
Protists	.*?\|Centroplasthelida\|.*?
Vertebrata	.*?\|Cephalaspidomorphi\|.*?
Crustacea	.*?\|Cephalobaenida\|.*?
Crustacea	.*?\|Cephalocarida\|.*?
Animals	.*?\|Cephalochordata\|.*?
Coleoptera	.*?\|Cephalodonta\|.*?
Crustacea	.*?\|Cephalomma\|.*?
Chlorophyta	.*?\|Cephalomonas\|.*?
Cephalopoda	.*?\|Cephalopoda\|.*?
Animals	.*?\|Cephalorhyncha\|.*?
Fungi	.*?\|Cephalosporium\|.*?
Bryophytes	.*?\|Cephaloziaceae\|.*?
Bryophytes	.*?\|Cephaloziellaceae\|.*?
Vertebrata	.*?\|Ceratodontiformes\|.*?
Angiosperms	.*?\|Ceratoniophyllum\|.*?
Life	.*?\|Ceratophycus\|.*?
Angiosperms	.*?\|Ceratophyllaceae\|.*?
Diptera	.*?\|Ceratopogonidae\|.*?
Tetrapoda	.*?\|Ceratopsidae\|.*?
Fungi	.*?\|Ceratostomataceae\|.*?
Gymnosperms	.*?\|Ceratozamites\|.*?
Arthropoda	.*?\|Cercofilata\|$
Arthropoda	.*?\|Cercofilata\|Diplura\|.*?
Protists	.*?\|Cercozoa\|.*?
Angiosperms	.*?\|Cerinthe\|.*?
Angiosperms	.*?\|Ceropegia\|.*?
Tetrapoda	.*?\|Cervidae\|.*?
Angiosperms	.*?\|Cestrum\|.*?
Actinopterygii	.*?\|Cetomimiformes\|.*?
Nematoda	.*?\|Chabertiidae\|.*?
Angiosperms	.*?\|Chaerophyllum\|.*?
Annelida	.*?\|Chaetifera\|.*?
Animals	.*?\|Chaetognathifera\|.*?
Chlorophyta	.*?\|Chaetopeltidales\|.*?
Chlorophyta	.*?\|Chaetophorales\|.*?
Fungi	.*?\|Chaetosphaeriaceae\|.*?
Plants	.*?\|Chaetosphaeridiobiotes\|.*?
Fungi	.*?\|Chaetosporium\|.*?
Fungi	.*?\|Chaetothyriales incertae sedis\|.*?
Plants	.*?\|Chakassiophyton\|.*?
Plants	.*?\|Chakrea\|.*?
Tetrapoda	.*?\|Chameleon\|.*?
Animals	.*?\|Chancelloriidae\|.*?
Plants	.*?\|Changarniera\|.*?
Gymnosperms	.*?\|Chankanella\|.*?
Actinopterygii	.*?\|Characiformes\|.*?
Actinopterygii	.*?\|Characinidae\|.*?
Protists	.*?\|Characodictyon\|.*?
Tetrapoda	.*?\|Charadriiformes\|.*?
Plants	.*?\|Charophyceae\|.*?
Plants	.*?\|Charophyta\|.*?
Arthropoda	.*?\|Chasmataspidida\|.*?
Plants	.*?\|Chauviniopsis\|.*?
Gymnosperms	.*?\|Cheirolepidium\|.*?
Arthropoda	.*?\|Chelicerata\|(.*?\|)?Pseudoniscus\|.*?
Arthropoda	.*?\|Chelicerata\|$
Tetrapoda	.*?\|Chelidae\|.*?
Insecta	.*?\|Cheliphlebiidae\|.*?
Protists	.*?\|Chelonemonas\|.*?
Animals	.*?\|Chenmengella\|.*?
Angiosperms	.*?\|Cherleria\|.*?
Lepidoptera	.*?\|Chilades\|.*?
Myriapoda	.*?\|Chilopoda\|.*?
Insecta	.*?\|Chimaeropsyllidae\|.*?
Tetrapoda	.*?\|Chincha\|.*?
Arachnida	.*?\|Chiracanthium\|.*?
Tetrapoda	.*?\|Chiroptera\|.*?
Life	.*?\|Chitinozoa\|.*?
Gymnosperms	.*?\|Chitospermum\|.*?
Viruses	.*?\|Chitovirales\|.*?
Bacteria	.*?\|Chlamydiae\|.*?
Bacteria	.*?\|Chlamydiota\|.*?
Plants	.*?\|Chlamydocarpus\|.*?
Chlorophyta	.*?\|Chlamydomonadales\|.*?
Chlorophyta	.*?\|Chlamydomonas\|.*?
Life	.*?\|Chloephycus\|.*?
Angiosperms	.*?\|Chloranthaceae\|.*?
Angiosperms	.*?\|Chloranthales\|.*?
Chlorophyta	.*?\|Chlorellopsis\|.*?
Bacteria	.*?\|Chlorobi\|.*?
Bacteria	.*?\|Chlorobiota\|$
Chlorophyta	.*?\|Chlorococcales\|.*?
Chlorophyta	.*?\|Chlorococcum\|.*?
Chlorophyta	.*?\|Chlorodendraceae\|.*?
Chlorophyta	.*?\|Chlorodendrophyceae\|.*?
Bacteria	.*?\|Chloroflexi\|.*?
Bacteria	.*?\|Chloroflexota\|.*?
Chlorophyta	.*?\|Chlorogonium\|.*?
Plants	.*?\|Chlorokybophyceae\|.*?
Chlorophyta	.*?\|Chlorolobium\|.*?
Cnidaria	.*?\|Chloromyxum\|.*?
Chlorophyta	.*?\|Chlorophyceae\|(.*?\|)?Carteria\|.*?
Chlorophyta	.*?\|Chlorophyceae\|(.*?\|)?Catenococcus\|.*?
Chlorophyta	.*?\|Chlorophyceae\|(.*?\|)?Chaetophora\|.*?
Chlorophyta	.*?\|Chlorophyceae\|(.*?\|)?Chlorochiton\|.*?
Chlorophyta	.*?\|Chlorophyceae\|(.*?\|)?Chloromonas\|.*?
Chlorophyta	.*?\|Chlorophyceae\|(.*?\|)?Echinosphaeridium\|.*?
Chlorophyta	.*?\|Chlorophyceae\|(.*?\|)?Eudorina\|.*?
Chlorophyta	.*?\|Chlorophyceae\|(.*?\|)?Haematococcus\|.*?
Chlorophyta	.*?\|Chlorophyceae\|(.*?\|)?Kirchneriella\|.*?
Chlorophyta	.*?\|Chlorophyceae\|(.*?\|)?Microspora\|.*?
Chlorophyta	.*?\|Chlorophyceae\|(.*?\|)?Palmella\|.*?
Chlorophyta	.*?\|Chlorophyceae\|(.*?\|)?Pandorina\|.*?
Chlorophyta	.*?\|Chlorophyceae\|(.*?\|)?Radiococcus\|.*?
Chlorophyta	.*?\|Chlorophyceae\|(.*?\|)?Schroederia\|.*?
Chlorophyta	.*?\|Chlorophyceae\|(.*?\|)?Sorodiscus\|.*?
Chlorophyta	.*?\|Chlorophyceae\|(.*?\|)?Sphaerella\|.*?
Chlorophyta	.*?\|Chlorophyceae\|(.*?\|)?Sphaerellopsis\|.*?
Chlorophyta	.*?\|Chlorophyceae\|(.*?\|)?Sphaerocystis\|.*?
Chlorophyta	.*?\|Chlorophyceae\|(.*?\|)?Tetraspora\|.*?
Chlorophyta	.*?\|Chlorophyceae\|(.*?\|)?Trochiscia\|.*?
Chlorophyta	.*?\|Chlorophyceae\|(.*?\|)?Uronema\|.*?
Chlorophyta	.*?\|Chlorophyceae\|(.*?\|)?Volvulina\|.*?
Chlorophyta	.*?\|Chlorophyceae\|(.*?\|)?Westella\|.*?
Chlorophyta	.*?\|Chlorophyceae\|$
Chlorophyta	.*?\|Chlorophyta\|(.*?\|)?Chloremys\|.*?
Life	.*?\|Chlorophyta\|(.*?\|)?Ortonella\|.*?
Plants	.*?\|Chlorophyta\|(.*?\|)?Staurospermum\|.*?
Chlorophyta	.*?\|Chlorophyta\|(.*?\|)?Trochiscia\|.*?
Chlorophyta	.*?\|Chlorophyta\|$
Chlorophyta	.*?\|Chlorophytina\|.*?
Chlorophyta	.*?\|Chloropicophyceae\|.*?
Diptera	.*?\|Chloropidae\|.*?
Plants	.*?\|Chloroplastida\|$
Chlorophyta	.*?\|Chlorosarcinales\|.*?
Chlorophyta	.*?\|Chlorosphaera\|.*?
Plants	.*?\|Chlupacia\|.*?
Vertebrata	.*?\|Choanata\|.*?
Protists	.*?\|Choanoflagellata\|.*?
Protists	.*?\|Choanoflagellatea\|.*?
Protists	.*?\|Choanozoa\|$
Chondrichthyes	.*?\|Chondrichthyes\|.*?
Animals	.*?\|Chondroplon\|.*?
Actinopterygii	.*?\|Chondrostei\|.*?
Bryophytes	.*?\|Chonecoleaceae\|.*?
Tetrapoda	.*?\|Chordata\|(.*?\|)?Amphibia\|.*?
Tetrapoda	.*?\|Chordata\|(.*?\|)?Anura\|.*?
Tunicata	.*?\|Chordata\|(.*?\|)?Appendicularia\|.*?
Actinopterygii	.*?\|Chordata\|(.*?\|)?Bagrus\|.*?
Actinopterygii	.*?\|Chordata\|(.*?\|)?Cassandra\|.*?
Tetrapoda	.*?\|Chordata\|(.*?\|)?Ceratophallus\|.*?
Tunicata	.*?\|Chordata\|(.*?\|)?Clavulina\|.*?
Animals	.*?\|Chordata\|(.*?\|)?Craniata\|$
Actinopterygii	.*?\|Chordata\|(.*?\|)?Leptocephalus\|.*?
Actinopterygii	.*?\|Chordata\|(.*?\|)?Liognathus\|.*?
Actinopterygii	.*?\|Chordata\|(.*?\|)?Microphallus\|.*?
Vertebrata	.*?\|Chordata\|(.*?\|)?Pachycardia\|.*?
Actinopterygii	.*?\|Chordata\|(.*?\|)?Phalacrus\|.*?
Actinopterygii	.*?\|Chordata\|(.*?\|)?Physocephalus\|.*?
Tetrapoda	.*?\|Chordata\|(.*?\|)?Squamata\|.*?
Actinopterygii	.*?\|Chordata\|(.*?\|)?Taeniidae\|.*?
Vertebrata	.*?\|Chordata\|(.*?\|)?Teleostomata\|.*?
Tetrapoda	.*?\|Chordata\|(.*?\|)?Tetrapoda\|.*?
Tunicata	.*?\|Chordata\|(.*?\|)?Tunicata\|.*?
Vertebrata	.*?\|Chordata\|(.*?\|)?Vertebrata\|$
Animals	.*?\|Chordata\|$
Plants	.*?\|Chordecystia\|.*?
Plants	.*?\|Chordophyllites\|.*?
Lepidoptera	.*?\|Choreutidae\|.*?
Neuropterida	.*?\|Choristosialidae\|.*?
Plants	.*?\|Chotecella\|.*?
Protists	.*?\|Chromalveolata\|$
Protists	.*?\|Chromeraceae\|.*?
Ciliophora	.*?\|Chromista\|(.*?\|)?Ciliophora\|.*?
Protists	.*?\|Chromista\|(.*?\|)?Retaria\|$
Foraminifera	.*?\|Chromista\|(.*?\|)?Siphonaptera\|.*?
Protists	.*?\|Chromista\|$
Protists	.*?\|Chromulinaceae\|.*?
Angiosperms	.*?\|Chrysanthemum\|.*?
Angiosperms	.*?\|Chrysobalanaceae\|.*?
Angiosperms	.*?\|Chrysogonum\|.*?
Coleoptera	.*?\|Chrysomelidae\|.*?
Protists	.*?\|Chrysomonads\|.*?
Protists	.*?\|Chrysophyceae\|.*?
Protists	.*?\|Chrysophyta\|.*?
Viruses	.*?\|Chrysoviridae\|.*?
Viruses	.*?\|chunqiuviricetes\|.*?
Viruses	.*?\|Chuviridae\|.*?
Fungi	.*?\|Chytridiomycota\|.*?
Angiosperms	.*?\|Cicer\|.*?
Coleoptera	.*?\|Cicindella\|.*?
Angiosperms	.*?\|Cicuta\|.*?
Angiosperms	.*?\|Cinchona\|.*?
Pteridophytes	.*?\|Cingularia\|.*?
Angiosperms	.*?\|Cinna\|.*?
Plants	.*?\|Cinnamomoides\|.*?
Angiosperms	.*?\|Cinnamomophyllum\|.*?
Angiosperms	.*?\|Circaea\|.*?
Protists	.*?\|Circidentatus\|.*?
Plants	.*?\|Circidoxylon\|.*?
Protists	.*?\|Circitorquis\|.*?
Gymnosperms	.*?\|Circoporoxylon\|.*?
Viruses	.*?\|Circoviridae\|.*?
Viruses	.*?\|Cirlivirales\|.*?
Bryophytes	.*?\|Cirratriradites\|.*?
Angiosperms	.*?\|Cistaceae\|.*?
Protists	.*?\|Citron\|.*?
Plants	.*?\|Cladiscothallus\|.*?
Actinopterygii	.*?\|Cladistia\|.*?
Plants	.*?\|Cladocedroxylon\|.*?
Gymnosperms	.*?\|Cladophlebidium\|.*?
Chlorophyta	.*?\|Cladophorales\|.*?
Plants	.*?\|Cladostrobus\|.*?
Insecta	.*?\|Clareocercaria\|$
Fungi	.*?\|Claroideoglomeraceae\|.*?
Fungi	.*?\|Clasterisporium\|.*?
Plants	.*?\|Clathrophyllum\|.*?
Gastropoda	.*?\|Clausiliidae\|.*?
Plants	.*?\|Clavaperiporites\|.*?
Fungi	.*?\|Clavascina\|.*?
Plants	.*?\|Clavatricolporites\|.*?
Plants	.*?\|Clavatricolporoidites\|.*?
Viruses	.*?\|Clavaviridae\|.*?
Fungi	.*?\|Clavicipitaceae\|.*?
Angiosperms	.*?\|Clavijopsis\|.*?
Angiosperms	.*?\|Cleomaceae\|.*?
Angiosperms	.*?\|Clethraceae\|.*?
Pteridophytes	.*?\|Climaciophyton\|.*?
Angiosperms	.*?\|Clinopodium\|.*?
Annelida	.*?\|Clitellata\|.*?
Angiosperms	.*?\|Clitoria\|.*?
Viruses	.*?\|Closteroviridae\|.*?
Gymnosperms	.*?\|Closteroxylon\|.*?
Bacteria	.*?\|Clostridia\|.*?
Actinopterygii	.*?\|Clupeiformes\|.*?
Angiosperms	.*?\|Clusiaceae\|.*?
Hemiptera	.*?\|Cnaphalodes\|.*?
Insecta	.*?\|Cnemidolestida\|.*?
Insecta	.*?\|Cnemidolestodea\|.*?
Angiosperms	.*?\|Cneorum\|.*?
Cnidaria	.*?\|Cnidaria\|.*?
Life	.*?\|Coactilum\|.*?
Tetrapoda	.*?\|Coati\|.*?
Protists	.*?\|Coccolithophyceae\|.*?
Angiosperms	.*?\|Coccolobites\|.*?
Chlorophyta	.*?\|Coccomonas\|.*?
Angiosperms	.*?\|Cochliocarpus\|.*?
Angiosperms	.*?\|Codonophora\|.*?
Bacteria	.*?\|Codonophycus\|.*?
Plants	.*?\|Codonospermum\|.*?
Vertebrata	.*?\|Coelacanthi\|.*?
Vertebrata	.*?\|Coelacanthiformes\|.*?
Vertebrata	.*?\|Coelacanthimorpha\|.*?
Chlorophyta	.*?\|Coelastrum\|.*?
Cnidaria	.*?\|Coelenteratella\|.*?
Chlorophyta	.*?\|Coenochloris\|.*?
Fungi	.*?\|Coenogoniaceae\|.*?
Flatworms	.*?\|Coenurus\|.*?
Angiosperms	.*?\|Coffea\|.*?
Angiosperms	.*?\|Colchicum\|.*?
Angiosperms	.*?\|Coldenia\|.*?
Plants	.*?\|Coleochaetales\|.*?
Plants	.*?\|Coleochaetophyceae\|.*?
Coleoptera	.*?\|Coleoptera\|.*?
Insecta	.*?\|Coleopterida\|$
Collembola	.*?\|Collembola\|.*?
Bacteria	.*?\|Collenella\|.*?
Bacteria	.*?\|Collenia\|.*?
Angiosperms	.*?\|Collinsonia\|.*?
Protists	.*?\|Collodaria\|.*?
Flatworms	.*?\|Collyriclum\|.*?
Ciliophora	.*?\|Colpodea\|.*?
Protists	.*?\|Colpodellaceae\|.*?
Protists	.*?\|Colpodellales\|.*?
Protists	.*?\|Colpodellida\|.*?
Protists	.*?\|Colponemida\|.*?
Plants	.*?\|Colpospermum\|.*?
Tetrapoda	.*?\|Colubridae\|.*?
Tetrapoda	.*?\|Columbidae\|.*?
Gymnosperms	.*?\|Colymboxylon\|.*?
Angiosperms	.*?\|Comarum\|.*?
Angiosperms	.*?\|Combretaceae\|.*?
Plants	.*?\|Comephyllum\|.*?
Angiosperms	.*?\|Commelina\|.*?
Angiosperms	.*?\|Commelinaceae\|.*?
Angiosperms	.*?\|Commelinacites\|.*?
