Index	higherClassification
Angiosperms	.*?\|Commelinales\|.*?
Tetrapoda	.*?\|Compsognathidae\|.*?
Rhodophyta	.*?\|Compsopogonophyceae\|.*?
Plants	.*?\|Compsotesta\|.*?
Plants	.*?\|Compsoxylon\|.*?
Angiosperms	.*?\|Comptonites\|.*?
Plants	.*?\|Comptospermum\|.*?
Plants	.*?\|Concavissimisporites\|.*?
Angiosperms	.*?\|Conchocaryon\|.*?
Plants	.*?\|Conchotheca\|.*?
Plants	.*?\|Conchyophycus\|.*?
Arthropoda	.*?\|Conciliterga\|.*?
Bacteria	.*?\|Concresceraria\|.*?
Plants	.*?\|Condrusia\|.*?
Insecta	.*?\|Condylognatha\|$
Chlorophyta	.*?\|Conferva\|.*?
Protists	.*?\|Confervites\|.*?
Plants	.*?\|Confervoides\|.*?
Protists	.*?\|Conglobocella\|.*?
Animals	.*?\|Conicula\|.*?
Hymenoptera	.*?\|Conidarnes\|.*?
Plants	.*?\|Coniferites\|.*?
Gymnosperms	.*?\|Coniferophyta\|.*?
Angiosperms	.*?\|Conium\|.*?
Plants	.*?\|Conjugatophyceae\|.*?
Angiosperms	.*?\|Connaraceae\|.*?
Angiosperms	.*?\|Connarus\|.*?
Vertebrata	.*?\|Conodonta\|.*?
Vertebrata	.*?\|Conodontophorida\|.*?
Bacteria	.*?\|Conophyton\|.*?
Diptera	.*?\|Conopidae\|.*?
Plants	.*?\|Conospermophyllum\|.*?
Tetrapoda	.*?\|Constrictor\|.*?
Lepidoptera	.*?\|Contrafacia\|.*?
Insecta	.*?\|Controversala\|.*?
Angiosperms	.*?\|Convallaria\|.*?
Pteridophytes	.*?\|Convallarites\|.*?
Animals	.*?\|Convolutubus\|.*?
Angiosperms	.*?\|Convolvulaceae\|.*?
Angiosperms	.*?\|Conyza\|.*?
Bryophytes	.*?\|Cooksonites\|.*?
Tunicata	.*?\|Copelata\|.*?
Crustacea	.*?\|Copepoda\|.*?
Pteridophytes	.*?\|Copiapaea\|.*?
Life	.*?\|Copperia\|.*?
Protists	.*?\|Corallochytrium\|.*?
Plants	.*?\|Coraphyton\|.*?
Gymnosperms	.*?\|Cordaicortex\|.*?
Gymnosperms	.*?\|Cordaixylon\|.*?
Actinopterygii	.*?\|Coregonidae\|.*?
Angiosperms	.*?\|Coreopsis\|.*?
Angiosperms	.*?\|Coriandrum\|.*?
Angiosperms	.*?\|Coriariaceae\|.*?
Angiosperms	.*?\|Corispermum\|.*?
Angiosperms	.*?\|Cornaceae\|.*?
Angiosperms	.*?\|Cornales\|.*?
Angiosperms	.*?\|Cornoxylon\|.*?
Angiosperms	.*?\|Cornucopiae\|.*?
Rhodophyta	.*?\|Cornutula\|.*?
Viruses	.*?\|Coronaviridae\|.*?
Angiosperms	.*?\|Corrigiola\|.*?
Bryophytes	.*?\|Corsiniaceae\|.*?
Fungi	.*?\|Corticiaceae\|.*?
Plants	.*?\|Corticites\|.*?
Angiosperms	.*?\|Cortusa\|.*?
Tetrapoda	.*?\|Corvidae\|.*?
Angiosperms	.*?\|Corymbium\|.*?
Cnidaria	.*?\|Corymorphidae\|.*?
Angiosperms	.*?\|Coryphoicarpus\|.*?
Mollusca	.*?\|Corystos\|.*?
Protists	.*?\|Coscinodiscophyceae\|.*?
Annelida	.*?\|Cossuridae\|.*?
Angiosperms	.*?\|Costaceae\|.*?
Angiosperms	.*?\|Costus\|.*?
Tetrapoda	.*?\|Cotingidae\|.*?
Plants	.*?\|Cottaea\|.*?
Angiosperms	.*?\|Cotula\|.*?
Plants	.*?\|Couperipollis\|.*?
Angiosperms	.*?\|Cracca\|.*?
Tetrapoda	.*?\|Cracidae\|.*?
Angiosperms	.*?\|Craniolaria\|.*?
Vertebrata	.*?\|Craniota\|$
Plants	.*?\|Craspedosperma\|.*?
Chlorophyta	.*?\|Crassikamaena\|.*?
Plants	.*?\|Crassimonoletes\|.*?
Angiosperms	.*?\|Crassulaceae\|.*?
Angiosperms	.*?\|Crataegites\|.*?
Angiosperms	.*?\|Crateva\|.*?
Coleoptera	.*?\|Cratomerus\|.*?
Pteridophytes	.*?\|Crematopteris\|.*?
Archaea	.*?\|Crenarchaeota\|.*?
Actinopterygii	.*?\|Crenilepis\|.*?
Plants	.*?\|Cretosiphon\|.*?
Chlorophyta	.*?\|Cribrokamaena\|.*?
Tetrapoda	.*?\|Cricetidae\|.*?
Mollusca	.*?\|Cricoconarida\|.*?
Insecta	.*?\|Cricolia\|.*?
Plants	.*?\|Crinites\|.*?
Echinodermata	.*?\|Crinoidea\|.*?
Angiosperms	.*?\|Crinum\|.*?
Protists	.*?\|Cristidiscoidea\|.*?
Angiosperms	.*?\|Crithmum\|.*?
Plants	.*?\|Crocalophyton\|.*?
Tetrapoda	.*?\|Crocodylia\|.*?
Angiosperms	.*?\|Crocus\|.*?
Plants	.*?\|Cromyodendron\|.*?
Plants	.*?\|Crosschorda\|.*?
Plants	.*?\|Crossopteris\|.*?
Angiosperms	.*?\|Crossosomatales\|.*?
Plants	.*?\|Crucisaccites\|.*?
Viruses	.*?\|Cruciviridae\|.*?
Protists	.*?\|CRuMs\|.*?
Crustacea	.*?\|Crustacea\|(.*?\|)?Laurida\|.*?
Crustacea	.*?\|Crustacea\|(.*?\|)?Pygophora\|.*?
Crustacea	.*?\|Crustacea\|(.*?\|)?Trochiscia\|.*?
Crustacea	.*?\|Crustacea\|$
Chlorophyta	.*?\|Cryodactylon\|.*?
Bryophytes	.*?\|Cryphaeaceae\|.*?
Protists	.*?\|Cryptista\|.*?
Ciliophora	.*?\|Cryptocaryon\|.*?
Coleoptera	.*?\|Cryptodacne\|.*?
Fungi	.*?\|Cryptomycota\|.*?
Protists	.*?\|Cryptophyceae\|.*?
Protists	.*?\|Cryptophycophyta\|.*?
Plants	.*?\|Cryptophyllites\|.*?
Protists	.*?\|Cryptophyta\|.*?
Plants	.*?\|Cryptopolyporites\|.*?
Protists	.*?\|Cryptosporidium\|.*?
Plants	.*?\|Cryptoxylon\|.*?
Life	.*?\|Cryspophycus\|.*?
Life	.*?\|Ctenidiopsis\|.*?
Chlorophyta	.*?\|Ctenocladales\|.*?
Cnidaria	.*?\|Cubozoa\|.*?
Tetrapoda	.*?\|Cuculidae\|.*?
Nematoda	.*?\|Cucullanidae\|.*?
Angiosperms	.*?\|Cucurbitaceae\|.*?
Angiosperms	.*?\|Cucurbitales\|.*?
Pteridophytes	.*?\|Culcitaceae\|.*?
Diptera	.*?\|Culicidae\|.*?
Angiosperms	.*?\|Cuminum\|.*?
Plants	.*?\|Cuneatopteris\|.*?
Angiosperms	.*?\|Cunoniaceae\|.*?
Gymnosperms	.*?\|Cupressaceae\|.*?
Gymnosperms	.*?\|Cupressocarpus\|.*?
Angiosperms	.*?\|Curcuma\|.*?
Plants	.*?\|Cushmanipites\|.*?
Bacteria	.*?\|Cyanobacteria\|.*?
Bacteria	.*?\|Cyanobacteria\|(.*?\|)?Tunicata\|.*?
Bacteria	.*?\|Cyanophyceae\|.*?
Bacteria	.*?\|Cyanophyceae\|(.*?\|)?Tunicata\|.*?
Pteridophytes	.*?\|Cyatheaceae\|.*?
Bryophytes	.*?\|Cyathodiaceae\|.*?
Pteridophytes	.*?\|Cyathotrachus\|.*?
Gymnosperms	.*?\|Cycadeoideophyta\|.*?
Gymnosperms	.*?\|Cycadium\|.*?
Gymnosperms	.*?\|Cycadophyta\|.*?
Plants	.*?\|Cycadophytanae\|$
Gymnosperms	.*?\|Cycadopsida\|.*?
Angiosperms	.*?\|Cyclamen\|.*?
Angiosperms	.*?\|Cyclanthaceae\|.*?
Animals	.*?\|Cycliophora\|.*?
Plants	.*?\|Cyclobaculisporites\|.*?
Plants	.*?\|Cyclocarpon\|.*?
Plants	.*?\|Cyclofoveolatispora\|.*?
Plants	.*?\|Cyclogranisporites\|.*?
Animals	.*?\|Cycloneuralia\|$
Crustacea	.*?\|Cyclopoida\|.*?
Vertebrata	.*?\|Cyclostomi\|.*?
Vertebrata	.*?\|Cyclotomodon\|.*?
Chlorophyta	.*?\|Cylindrocapsa\|.*?
Angiosperms	.*?\|Cymodoceaceae\|.*?
Angiosperms	.*?\|Cymodoceites\|.*?
Angiosperms	.*?\|Cynanchum\|.*?
Angiosperms	.*?\|Cynara\|.*?
Angiosperms	.*?\|Cynarocephalus\|.*?
Angiosperms	.*?\|Cynoglossum\|.*?
Angiosperms	.*?\|Cynosurus\|.*?
Angiosperms	.*?\|Cyperaceae\|.*?
Angiosperms	.*?\|Cyperocaulon\|.*?
Actinopterygii	.*?\|Cypriniformes\|.*?
Actinopterygii	.*?\|Cyprinodontiformes\|.*?
Angiosperms	.*?\|Cypripedium\|.*?
Lepidoptera	.*?\|Cyrestis\|.*?
Angiosperms	.*?\|Cyrillaceae\|.*?
Angiosperms	.*?\|Cyrilloxylon\|.*?
Plants	.*?\|Cyrrhites\|.*?
Flatworms	.*?\|Cysticercus\|.*?
Plants	.*?\|Cystiphycus\|.*?
Pteridophytes	.*?\|Cystopteridaceae\|.*?
Plants	.*?\|Cystosporites\|.*?
Angiosperms	.*?\|Cytisus\|.*?
Plants	.*?\|Czapcoctia\|.*?
Gymnosperms	.*?\|Dacrydites\|.*?
Angiosperms	.*?\|Dactylis\|.*?
Tetrapoda	.*?\|Dactyloidae\|.*?
Chlorophyta	.*?\|Dactylopora\|.*?
Chlorophyta	.*?\|Dactyloporella\|.*?
Protists	.*?\|Daedalosphaera\|.*?
Plants	.*?\|Dahurites\|.*?
Pteridophytes	.*?\|Dalejophyton\|.*?
Angiosperms	.*?\|Dalibarda\|.*?
Bryophytes	.*?\|Daltoniaceae\|.*?
Protists	.*?\|Dapcodinium\|.*?
Plants	.*?\|Dascycladites\|.*?
Life	.*?\|Dasycirriphycas\|.*?
Chlorophyta	.*?\|Dasycladales\|.*?
Angiosperms	.*?\|Dasyphyllum\|.*?
Tetrapoda	.*?\|Dasyproctidae\|.*?
Fungi	.*?\|Dasyscypha\|.*?
Angiosperms	.*?\|Daucus\|.*?
Pteridophytes	.*?\|Davalliaceae\|.*?
Angiosperms	.*?\|Debeya\|.*?
Angiosperms	.*?\|Decagonocarpus\|.*?
Plants	.*?\|Decisporis\|.*?
Plants	.*?\|Decussatisporites\|.*?
Bacteria	.*?\|Deferribacteres\|.*?
Chlorophyta	.*?\|Deflandrastrum\|.*?
Tetrapoda	.*?\|Deinocheirus\|.*?
Bacteria	.*?\|Deinococcota\|.*?
Bacteria	.*?\|Deinococcus-Thermus\|.*?
Arthropoda	.*?\|Dekatriata\|$
Rhodophyta	.*?\|Delesseria\|.*?
Plants	.*?\|Delesserites\|.*?
Angiosperms	.*?\|Delgadopsis\|.*?
Angiosperms	.*?\|Delphinium\|.*?
Viruses	.*?\|Deltavirus\|.*?
Plants	.*?\|Deltenrea\|.*?
Porifera	.*?\|Demospongiae\|.*?
Bryophytes	.*?\|Dendrocerotaceae\|.*?
Crustacea	.*?\|Dendrogastrida\|.*?
Protists	.*?\|Dendrophycus\|.*?
Fungi	.*?\|Dennisiellinites\|.*?
Pteridophytes	.*?\|Dennstaedtiaceae\|.*?
Vertebrata	.*?\|Densignathus\|.*?
Plants	.*?\|Densipollenites\|.*?
Plants	.*?\|Dentatispora\|.*?
Insecta	.*?\|Dermaptera\|.*?
Plants	.*?\|Desmidiaceae\|.*?
Chlorophyta	.*?\|Desmodesmus\|.*?
Plants	.*?\|Desmodites\|.*?
Pteridophytes	.*?\|Desmophlebiaceae\|.*?
Plants	.*?\|Desmopteris\|.*?
Bacteria	.*?\|Desulfovibrionia\|.*?
Animals	.*?\|Deuteronectanebos\|.*?
Arthropoda	.*?\|Deuteropoda\|$
Vertebrata	.*?\|Deuterostomia\|(.*?\|)?Pachycardia\|.*?
Tetrapoda	.*?\|Deuterostomia\|(.*?\|)?Tetrapoda\|.*?
Vertebrata	.*?\|Deuterostomia\|(.*?\|)?Vertebrata\|$
Animals	.*?\|Deuterostomia\|$
Protists	.*?\|Developea\|.*?
Plants	.*?\|Dewalquea\|.*?
Vertebrata	.*?\|Diabolepis\|.*?
Animals	.*?\|Diacoma\|.*?
Angiosperms	.*?\|Dianthera\|.*?
Angiosperms	.*?\|Diapensia\|.*?
Nematoda	.*?\|Diaphanocephalidae\|.*?
Insecta	.*?\|Diaphanopterodea\|.*?
Fungi	.*?\|Diaporthaceae\|.*?
Tetrapoda	.*?\|Diatomyidae\|.*?
Fungi	.*?\|Diatrypaceae\|.*?
Arthropoda	.*?\|Dibasterium\|.*?
Pteridophytes	.*?\|Dicalamophyllum\|.*?
Fungi	.*?\|Dicellaesporites\|.*?
Angiosperms	.*?\|Dichapetalaceae\|.*?
Pteridophytes	.*?\|Dichoneuron\|.*?
Pteridophytes	.*?\|Dichophyllites\|.*?
Plants	.*?\|Dichophyton\|.*?
Animals	.*?\|Dickinsoniomorpha\|.*?
Pteridophytes	.*?\|Dicksoniaceae\|.*?
Angiosperms	.*?\|Diclidocarya\|.*?
Insecta	.*?\|Dicondylia\|$
Angiosperms	.*?\|Dicotyledones\|.*?
Bryophytes	.*?\|Dicranaceae\|.*?
Bryophytes	.*?\|Dicranites\|.*?
Pteridophytes	.*?\|Dicrophlebis\|.*?
Tetrapoda	.*?\|Dicrurus\|.*?
Angiosperms	.*?\|Dictamnus\|.*?
Life	.*?\|Dictuolites\|.*?
Protists	.*?\|Dictyochophyceae\|.*?
Insecta	.*?\|Dictyocicada\|.*?
Diptera	.*?\|Dictyodipteridae\|.*?
Pteridophytes	.*?\|Dictyophlois\|.*?
Animals	.*?\|Dictyorhabdus\|.*?
Fungi	.*?\|Dictyosporites\|.*?
Protists	.*?\|Dictyotaceae\|.*?
Plants	.*?\|Dictyotesta\|.*?
Plants	.*?\|Dictyothalamus\|.*?
Plants	.*?\|Dictyothylakos\|.*?
Plants	.*?\|Dictyotites\|.*?
Plants	.*?\|Dictyotriletes\|.*?
Animals	.*?\|Dicyemida\|.*?
Plants	.*?\|Didecitriletes\|.*?
Tetrapoda	.*?\|Didelphidae\|.*?
Tetrapoda	.*?\|Didelphimorphia\|.*?
Pteridophytes	.*?\|Didymochlaenaceae\|.*?
Fungi	.*?\|Didymosphaerites\|.*?
Plants	.*?\|Digitolithus\|.*?
Bacteria	.*?\|Digitularia\|.*?
Plants	.*?\|Digonospermum\|.*?
Plants	.*?\|Dijkstraisporites\|.*?
Bacteria	.*?\|Dikimdinella\|.*?
Angiosperms	.*?\|Dilleniaceae\|.*?
Angiosperms	.*?\|Dilleniales\|.*?
Diptera	.*?\|Dimeretes\|.*?
Chlorophyta	.*?\|Dimorphococcus\|.*?
Plants	.*?\|Dimorphostroma\|.*?
Arthropoda	.*?\|Dinocaridida\|.*?
Viruses	.*?\|Dinodnavirus\|.*?
Protists	.*?\|Dinoflagellata\|.*?
Protists	.*?\|Dinophyceae\|.*?
Protists	.*?\|Dinophyta\|.*?
Tetrapoda	.*?\|Dinosauria\|.*?
Angiosperms	.*?\|Diodia\|.*?
Plants	.*?\|Dioonopteris\|.*?
Angiosperms	.*?\|Dioscoreaceae\|.*?
Angiosperms	.*?\|Dioscoreales\|.*?
Angiosperms	.*?\|Dioscoroides\|.*?
Angiosperms	.*?\|Diosma\|.*?
Plants	.*?\|Diphyllopteris\|.*?
Bryophytes	.*?\|Diphysciaceae\|.*?
Fungi	.*?\|Diplodia\|.*?
Pteridophytes	.*?\|Diplodictyum\|.*?
Myriapoda	.*?\|Diplopoda\|.*?
Plants	.*?\|Diplopterotesta\|.*?
Pteridophytes	.*?\|Diplotegium\|.*?
Pteridophytes	.*?\|Diploxylon\|.*?
Vertebrata	.*?\|Dipneusta\|.*?
Vertebrata	.*?\|Dipneusti\|.*?
Vertebrata	.*?\|Dipnoi\|.*?
Vertebrata	.*?\|Dipnomorpha\|.*?
Vertebrata	.*?\|Dipnotetrapodomorpha\|$
Fungi	.*?\|Diporicellaesporites\|.*?
Fungi	.*?\|Diporipollis\|.*?
Plants	.*?\|Diporites\|.*?
Plants	.*?\|Diporopollis\|.*?
Tetrapoda	.*?\|Diprotodontia\|.*?
Angiosperms	.*?\|Dipsacales\|.*?
Pteridophytes	.*?\|Dipteriphyllum\|.*?
Angiosperms	.*?\|Dirca\|.*?
Plants	.*?\|Direticuloidispora\|.*?
Plants	.*?\|Discinites\|.*?
Plants	.*?\|Discisporites\|.*?
Fungi	.*?\|Discoascina\|.*?
Insecta	.*?\|Discoidalia\|$
Plants	.*?\|Discophorites\|.*?
Plants	.*?\|Discophycus\|.*?
Protists	.*?\|Discosea\|.*?
Plants	.*?\|Discostachys\|.*?
Gymnosperms	.*?\|Discostrobus\|.*?
Chlorophyta	.*?\|Diselmis\|.*?
Lepidoptera	.*?\|Dismorphia\|.*?
Fungi	.*?\|Disparidicellites\|.*?
Pteridophytes	.*?\|Disphenophyllum\|.*?
Chlorophyta	.*?\|Dispora\|.*?
Plants	.*?\|Distriamonocolpites\|.*?
Plants	.*?\|Distriatites\|.*?
Plants	.*?\|Distriomonosaccites\|.*?
Plants	.*?\|Disulcites\|.*?
Bryophytes	.*?\|Ditrichaceae\|.*?
Plants	.*?\|Divaripunctites\|.*?
Plants	.*?\|Divarisaccus\|.*?
Fungi	.*?\|Diversisporaceae\|.*?
Plants	.*?\|Dixopodoxylon\|.*?
Angiosperms	.*?\|Dodartia\|.*?
Angiosperms	.*?\|Dodecatheon\|.*?
Bacteria	.*?\|Dolatophycus\|.*?
Gymnosperms	.*?\|Dolerophyllum\|.*?
Angiosperms	.*?\|Dolichos\|.*?
Tetrapoda	.*?\|Donacobiidae\|.*?
Arthropoda	.*?\|Dongshanocaris\|.*?
Lepidoptera	.*?\|Dophla\|.*?
Hemiptera	.*?\|Doralis\|.*?
Angiosperms	.*?\|Doronicum\|.*?
Plants	.*?\|Dorreenipites\|.*?
Fungi	.*?\|Dothideomycetes\|.*?
Angiosperms	.*?\|Draba\|.*?
Plants	.*?\|Dracaenoipollis\|.*?
Angiosperms	.*?\|Dracaenophyllum\|.*?
Angiosperms	.*?\|Dracocephalum\|.*?
Angiosperms	.*?\|Dracontium\|.*?
Chlorophyta	.*?\|Draparnaldia\|.*?
Hemiptera	.*?\|Dreyfusia\|.*?
Tetrapoda	.*?\|Dromaeosauridae\|.*?
Angiosperms	.*?\|Droseraceae\|.*?
Diptera	.*?\|Drosophilidae\|.*?
Angiosperms	.*?\|Dryandrophyllum\|.*?
Plants	.*?\|Drydenia\|.*?
Pteridophytes	.*?\|Dryopteridaceae\|.*?
Angiosperms	.*?\|Drypis\|.*?
Fungi	.*?\|Dubiocarpon\|.*?
Pteridophytes	.*?\|Duisbergia\|.*?
Bryophytes	.*?\|Dumortieraceae\|.*?
Plants	.*?\|Duosporites\|.*?
Plants	.*?\|Duplicisporites\|.*?
Viruses	.*?\|duplopiviricetes\|.*?
Angiosperms	.*?\|Duranta\|.*?
Viruses	.*?\|Durnavirales\|.*?
Protists	.*?\|Durvillides\|.*?
Ephemeroptera	.*?\|Dyadentomum\|.*?
Fungi	.*?\|Dyadosporites\|.*?
Plants	.*?\|Dyctuocaulus\|.*?
Pteridophytes	.*?\|Dyotheca\|.*?
Bivalvia	.*?\|Dysmea\|.*?
Insecta	.*?\|Dytiscomorphus\|.*?
Angiosperms	.*?\|Ebenaceae\|.*?
Angiosperms	.*?\|Ebenus\|.*?
Protists	.*?\|Ebriaceae\|.*?
Protists	.*?\|Ebriales\|.*?
Animals	.*?\|Ecdysozoa\|$
Bacteria	.*?\|Echaninia\|.*?
Tetrapoda	.*?\|Echimyidae\|.*?
Echinodermata	.*?\|Echinodermata\|.*?
Echinodermata	.*?\|Echinoidea\|.*?
Gymnosperms	.*?\|Echinostipes\|.*?
Plants	.*?\|Echitriletes\|.*?
Angiosperms	.*?\|Echium\|.*?
Annelida	.*?\|Echiuridae\|.*?
Plants	.*?\|Edelstenia\|.*?
Protists	.*?\|Eimeriidae\|.*?
Gymnosperms	.*?\|Eisdenia\|.*?
Angiosperms	.*?\|Eisothecaryon\|.*?
Angiosperms	.*?\|Elaeagnaceae\|.*?
Angiosperms	.*?\|Elaeagnites\|.*?
Angiosperms	.*?\|Elaeocarpaceae\|.*?
Tetrapoda	.*?\|Elapidae\|.*?
Protists	.*?\|Elardia\|.*?
Chondrichthyes	.*?\|Elasmobranchii\|.*?
Plants	.*?\|Elasmophycos\|.*?
Diptera	.*?\|Elasmoscolex\|.*?
Angiosperms	.*?\|Elatinaceae\|.*?
Angiosperms	.*?\|Elatine\|.*?
Pteridophytes	.*?\|Eleutherophyllum\|.*?
Vertebrata	.*?\|Elginerpetontidae\|.*?
Viruses	.*?\|ellioviricetes\|.*?
Insecta	.*?\|Ellipura\|$
Crustacea	.*?\|Elminiidae\|.*?
Actinopterygii	.*?\|Elopiformes\|.*?
Vertebrata	.*?\|Elpistostegalia\|.*?
Fungi	.*?\|Elsinoaceae\|.*?
Bacteria	.*?\|Elusimicrobia\|.*?
Viruses	.*?\|Emaravirus\|.*?
Insecta	.*?\|Embioptera\|.*?
Plants	.*?\|Embolianthemum\|.*?
Angiosperms	.*?\|Embothrium\|.*?
Plants	.*?\|Embryophyta\|$
Plants	.*?\|Embryophytes\|$
Diptera	.*?\|Empis\|.*?
Plants	.*?\|Encoelites\|.*?
Plants	.*?\|Encoelocladium\|.*?
Protists	.*?\|Endohelea\|.*?
Protists	.*?\|Endomyxa\|.*?
Insecta	.*?\|Endopterygota\|$
Neuropterida	.*?\|Endopterygota\|Megaloptera\|.*?
Trichoptera	.*?\|Endopterygota\|Trichoptera\|.*?
Viruses	.*?\|Endornaviridae\|.*?
Plants	.*?\|Endosporites\|.*?
Insecta	.*?\|Endymenoptera\|$
Plants	.*?\|Enfieldia\|.*?
Insecta	.*?\|Enigmapteridae\|.*?
Pteridophytes	.*?\|Enigmophyton\|.*?
Bacteria	.*?\|Eniseiella\|.*?
Animals	.*?\|Enopla\|.*?
Protists	.*?\|Entamoebidae\|.*?
Angiosperms	.*?\|Entandrophragmoxylon\|.*?
Ciliophora	.*?\|Entodinium\|.*?
Bryophytes	.*?\|Entodontaceae\|.*?
Arthropoda	.*?\|Entognatha\|(.*?\|)?Diplura\|.*?
Arthropoda	.*?\|Entognatha\|$
Collembola	.*?\|Entomobryidae\|.*?
Collembola	.*?\|Entomobryomorpha\|.*?
Fungi	.*?\|Entomophthoromycota\|.*?
Crustacea	.*?\|Entomostraca\|.*?
Chlorophyta	.*?\|Entophysa\|.*?
Bacteria	.*?\|Entophysalites\|.*?
Animals	.*?\|Entoprocta\|.*?
Fungi	.*?\|Entorrhizomycetes\|.*?
Fungi	.*?\|Entorrhizomycota\|.*?
Plants	.*?\|Entsovia\|.*?
Gymnosperms	.*?\|Enygmatostrobus\|.*?
Pteridophytes	.*?\|Eoacanthocarpus\|.*?
Animals	.*?\|Eoacanthocephala\|.*?
Animals	.*?\|Eoandromeda\|.*?
Insecta	.*?\|Eoblattida\|.*?
Insecta	.*?\|Eoblattodea\|.*?
Plants	.*?\|Eocladophora\|.*?
Protists	.*?\|Eoclathrus\|.*?
Insecta	.*?\|Eocoronoptera\|.*?
Life	.*?\|Eodiorygma\|.*?
Plants	.*?\|Eohostimella\|.*?
Insecta	.*?\|Eomeganisoptera\|.*?
Blattodea	.*?\|Eopanorpella\|.*?
Protists	.*?\|Eopseudoceratium\|.*?
Plants	.*?\|Eopteridangium\|.*?
Plants	.*?\|Eopteris\|.*?
Tetrapoda	.*?\|Eosaurus\|.*?
Mollusca	.*?\|Eosoconus\|.*?
Gymnosperms	.*?\|Eostrobilus\|.*?
Vertebrata	.*?\|Eotetrapodiformes\|$
Protists	.*?\|Eozoa\|.*?
Arachnida	.*?\|Epeira\|.*?
Gymnosperms	.*?\|Ephedraceae\|.*?
Ephemeroptera	.*?\|Ephemeroptera\|.*?
Diptera	.*?\|Ephydridae\|.*?
Angiosperms	.*?\|Epidendrum\|.*?
Angiosperms	.*?\|Epigaea\|.*?
Angiosperms	.*?\|Epimedium\|.*?
Diptera	.*?\|Epimetrophora\|.*?
Plants	.*?\|Epiphytonoides\|.*?
Plants	.*?\|Epipolaia\|.*?
Animals	.*?\|Epitheliozoa\|$
Pteridophytes	.*?\|Equisetaceae\|.*?
Pteridophytes	.*?\|Equisetales\|.*?
Pteridophytes	.*?\|Equisetides\|.*?
Pteridophytes	.*?\|Equisetina\|.*?
Pteridophytes	.*?\|Equisetinostachys\|.*?
Plants	.*?\|Equitatilepis\|.*?
Insecta	.*?\|Erasipteridae\|.*?
Plants	.*?\|Erdtmanipites\|.*?
Lepidoptera	.*?\|Erebidae\|.*?
Angiosperms	.*?\|Ericaceae\|.*?
Angiosperms	.*?\|Ericaceoxylon\|.*?
Angiosperms	.*?\|Ericales\|.*?
Angiosperms	.*?\|Erigeron\|.*?
Angiosperms	.*?\|Eriocaulaceae\|.*?
Angiosperms	.*?\|Eriocephalus\|.*?
Angiosperms	.*?\|Eriophorum\|.*?
Plants	.*?\|Eriotesta\|.*?
Crustacea	.*?\|Eriphiidae\|.*?
Animals	.*?\|Erniettomorpha\|.*?
Bryophytes	.*?\|Erpodiaceae\|.*?
Mollusca	.*?\|Erugoconus\|.*?
Angiosperms	.*?\|Ervum\|.*?
Angiosperms	.*?\|Eryngium\|.*?
Angiosperms	.*?\|Erysimum\|.*?
Fungi	.*?\|Erysiphaceae\|.*?
Plants	.*?\|Erythrinoxylon\|.*?
Protists	.*?\|Erythrocytozoon\|.*?
Angiosperms	.*?\|Erythronium\|.*?
Angiosperms	.*?\|Erythroxylaceae\|.*?
Angiosperms	.*?\|Escalloniaceae\|.*?
Angiosperms	.*?\|Escalloniales\|.*?
Arthropoda	.*?\|Esmeraldacaris\|.*?
Actinopterygii	.*?\|Esociformes\|.*?
Actinopterygii	.*?\|Esocoidei\|.*?
Tetrapoda	.*?\|Estrildidae\|.*?
Plants	.*?\|Eterodictyon\|.*?
Insecta	.*?\|Euamphiesmenoptera\|$
Animals	.*?\|Eubilateria\|(.*?\|)?Spiralia\|$
Animals	.*?\|Eubilateria\|$
Chlorophyta	.*?\|Eubrownia\|.*?
Angiosperms	.*?\|Eucaryoxylon\|.*?
Arthropoda	.*?\|Euchelicerata\|$
Lepidoptera	.*?\|Euchrysops\|.*?
Animals	.*?\|Eucoelomata\|$
Crustacea	.*?\|Eucrustacea\|.*?
Ciliophora	.*?\|Eufolliculina\|.*?
Insecta	.*?\|Eugeroptera\|.*?
Protists	.*?\|Euglenophyceae\|.*?
Protists	.*?\|Euglenophycota\|.*?
Protists	.*?\|Euglenozoa\|.*?
Vertebrata	.*?\|Eugnathostomata\|$
Insecta	.*?\|Euhydropalaeoptera\|$
Protists	.*?\|Eukarya\|$
Protists	.*?\|Eukaryota\|$
Fungi	.*?\|Eukaryota\|Allonema\|.*?
Protists	.*?\|Eukaryota\|Valeria\|.*?
Insecta	.*?\|Eukinolabia\|.*?
Pteridophytes	.*?\|Eulepidophloios\|.*?
Tetrapoda	.*?\|Eulipotyphla\|.*?
Hymenoptera	.*?\|Eumeninae\|.*?
Animals	.*?\|Eumetazoa\|$
Protists	.*?\|Eumycetozoa\|.*?
Annelida	.*?\|Eunicida\|.*?
Insecta	.*?\|Euodonatoptera\|$
Angiosperms	.*?\|Eupatorium\|.*?
Lepidoptera	.*?\|Euphaedra\|.*?
Lepidoptera	.*?\|Euphilotes\|.*?
Angiosperms	.*?\|Euphorbiaceae\|.*?
Angiosperms	.*?\|Euphrasia\|.*?
Angiosperms	.*?\|Euphroniaceae\|.*?
Plants	.*?\|Euphyllophytina\|$
Lepidoptera	.*?\|Eupterotidae\|.*?
Plants	.*?\|Eupunctisporites\|.*?
Animals	.*?\|Euradiculata\|.*?
Animals	.*?\|Eurotatoria\|.*?
Archaea	.*?\|Euryarchaeota\|.*?
