string	value	value uri	predicate	predicate uri
brackish water	brackish water	http://purl.obolibrary.org/obo/ENVO_00002019	habitat	http://purl.obolibrary.org/obo/RO_0002303
breeding stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
breeds in mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
broadleaf forest	broadleaf forest	http://purl.obolibrary.org/obo/ENVO_01000197	habitat	http://purl.obolibrary.org/obo/RO_0002303
burned soil	burned soil	http://purl.obolibrary.org/obo/ENVO_00005760	habitat	http://purl.obolibrary.org/obo/RO_0002303
by a stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
by forest stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
by river	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
by stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
by the stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
caatinga	desert and xeric shrubland	http://purl.obolibrary.org/obo/ENVO_00000883	habitat	http://purl.obolibrary.org/obo/RO_0002303
calanque	calanque	http://purl.obolibrary.org/obo/ENVO_00000567	habitat	http://purl.obolibrary.org/obo/RO_0002303
calcareous mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
calcareous ooze	calcareous ooze	http://purl.obolibrary.org/obo/ENVO_02000046	habitat	http://purl.obolibrary.org/obo/RO_0002303
caldera	caldera	http://purl.obolibrary.org/obo/ENVO_00000096	habitat	http://purl.obolibrary.org/obo/RO_0002303
cambisol	cambisol	http://purl.obolibrary.org/obo/ENVO_00002235	habitat	http://purl.obolibrary.org/obo/RO_0002303
cave	cave	http://purl.obolibrary.org/obo/ENVO_00000067	habitat	http://purl.obolibrary.org/obo/RO_0002303
cave floor	cave floor	http://purl.obolibrary.org/obo/ENVO_01000019	habitat	http://purl.obolibrary.org/obo/RO_0002303
cave stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
cave stream	cave	http://purl.obolibrary.org/obo/ENVO_00000067	habitat	http://purl.obolibrary.org/obo/RO_0002303
cave system	cave system	http://purl.obolibrary.org/obo/ENVO_00000013	habitat	http://purl.obolibrary.org/obo/RO_0002303
chaparral	chaparral	http://purl.obolibrary.org/obo/ENVO_00000301	habitat	http://purl.obolibrary.org/obo/RO_0002303
chernozem	chernozem	http://purl.obolibrary.org/obo/ENVO_00002237	habitat	http://purl.obolibrary.org/obo/RO_0002303
chott	chott	http://purl.obolibrary.org/obo/ENVO_00000271	habitat	http://purl.obolibrary.org/obo/RO_0002303
clay sediment	clay sediment	http://purl.obolibrary.org/obo/ENVO_01000120	habitat	http://purl.obolibrary.org/obo/RO_0002303
clay soil	clay soil	http://purl.obolibrary.org/obo/ENVO_00002262	habitat	http://purl.obolibrary.org/obo/RO_0002303
close to a perennial stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
close to a small stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
close to a stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
close to river	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
close to small stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
close to stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
close to the stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
coarse beach sand	coarse beach sand	http://purl.obolibrary.org/obo/ENVO_00002148	habitat	http://purl.obolibrary.org/obo/RO_0002303
coastal dune	coastal dune	http://purl.obolibrary.org/obo/ENVO_00000416	habitat	http://purl.obolibrary.org/obo/RO_0002303
coastal inlet	coastal inlet	http://purl.obolibrary.org/obo/ENVO_00000137	habitat	http://purl.obolibrary.org/obo/RO_0002303
coastal land	coastal land	http://purl.obolibrary.org/obo/ENVO_01000687	habitat	http://purl.obolibrary.org/obo/RO_0002303
coastal montane	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
coastal mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
coastal mountain range	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
coastal plain	coastal plain	http://purl.obolibrary.org/obo/ENVO_00000090	habitat	http://purl.obolibrary.org/obo/RO_0002303
coastal scrubland	coastal scrubland	http://purl.obolibrary.org/obo/ENVO_01000237	habitat	http://purl.obolibrary.org/obo/RO_0002303
coastal water	coastal water	http://purl.obolibrary.org/obo/ENVO_00002150	habitat	http://purl.obolibrary.org/obo/RO_0002303
coastal wetland	coastal wetland	http://purl.obolibrary.org/obo/ENVO_00000230	habitat	http://purl.obolibrary.org/obo/RO_0002303
cobble sediment	cobble sediment	http://purl.obolibrary.org/obo/ENVO_01000115	habitat	http://purl.obolibrary.org/obo/RO_0002303
cold seep	cold seep	http://purl.obolibrary.org/obo/ENVO_01000127	habitat	http://purl.obolibrary.org/obo/RO_0002303
collected at a stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
collected at small stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
collected from a moderately-flowing stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
collected from a montane	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
collected from a mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
collected from a slow-flowing stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
collected from a small stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
collected from a stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
collected from high altitude stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
collected from high mountain stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
collected from shallow stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
collected from small mountain stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
collected from streams	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
collected in a stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
collected in clear water stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
collected in mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
collected in the mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
common in montane	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
common in mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
confined to the Kogelberg mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
confined to the mountains	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
conifer woodland	coniferous forest	http://purl.obolibrary.org/obo/ENVO_01000196	habitat	http://purl.obolibrary.org/obo/RO_0002303
coniferous forest	coniferous forest	http://purl.obolibrary.org/obo/ENVO_01000196	habitat	http://purl.obolibrary.org/obo/RO_0002303
continental rise	continental rise	http://purl.obolibrary.org/obo/ENVO_00000274	habitat	http://purl.obolibrary.org/obo/RO_0002303
continental slope	continental slope	http://purl.obolibrary.org/obo/ENVO_00000273	habitat	http://purl.obolibrary.org/obo/RO_0002303
coral head	coral reef	http://purl.obolibrary.org/obo/ENVO_01000049	habitat	http://purl.obolibrary.org/obo/RO_0002303
coral reef	coral reef	http://purl.obolibrary.org/obo/ENVO_01000049	habitat	http://purl.obolibrary.org/obo/RO_0002303
coral reef back reef	coral reef back reef	http://purl.obolibrary.org/obo/ENVO_01000145	habitat	http://purl.obolibrary.org/obo/RO_0002303
coral reef crest	coral reef crest	http://purl.obolibrary.org/obo/ENVO_01000146	habitat	http://purl.obolibrary.org/obo/RO_0002303
coral reef flat zone	coral reef flat zone	http://purl.obolibrary.org/obo/ENVO_01000144	habitat	http://purl.obolibrary.org/obo/RO_0002303
coral reef fore reef	coral reef fore reef	http://purl.obolibrary.org/obo/ENVO_01000147	habitat	http://purl.obolibrary.org/obo/RO_0002303
crater lake	crater lake	http://purl.obolibrary.org/obo/ENVO_00000052	habitat	http://purl.obolibrary.org/obo/RO_0002303
crepuscular	crepuscular	http://purl.obolibrary.org/obo/ECOCORE_00000078	behavioral circadian rhythm	http://purl.obolibrary.org/obo/VT_0001502
cryosol	cryosol	http://purl.obolibrary.org/obo/ENVO_00002236	habitat	http://purl.obolibrary.org/obo/RO_0002303
cypress swamp	cypress swamp	http://purl.obolibrary.org/obo/ENVO_01000331	habitat	http://purl.obolibrary.org/obo/RO_0002303
dambo	dambo	http://purl.obolibrary.org/obo/ENVO_00000236	habitat	http://purl.obolibrary.org/obo/RO_0002303
deciduous forest	deciduous forest	http://purl.obolibrary.org/obo/ENVO_01000816	habitat	http://purl.obolibrary.org/obo/RO_0002303
deep marine sediment	deep marine sediment	http://purl.obolibrary.org/obo/ENVO_00002113	habitat	http://purl.obolibrary.org/obo/RO_0002303
depth in lake	lake	http://purl.obolibrary.org/obo/ENVO_01000252	habitat	http://purl.obolibrary.org/obo/RO_0002303
depths of the lake	lake	http://purl.obolibrary.org/obo/ENVO_01000252	habitat	http://purl.obolibrary.org/obo/RO_0002303
desert	desert	http://purl.obolibrary.org/obo/ENVO_01000179	habitat	http://purl.obolibrary.org/obo/RO_0002303
desert and xeric shrubland	desert and xeric shrubland	http://purl.obolibrary.org/obo/ENVO_00000883	habitat	http://purl.obolibrary.org/obo/RO_0002303
desert oasis	desert oasis	http://purl.obolibrary.org/obo/ENVO_00000156	habitat	http://purl.obolibrary.org/obo/RO_0002303
desert sand	desert sand	http://purl.obolibrary.org/obo/ENVO_00005800	habitat	http://purl.obolibrary.org/obo/RO_0002303
desert scrubland	desert scrubland	http://purl.obolibrary.org/obo/ENVO_01000242	habitat	http://purl.obolibrary.org/obo/RO_0002303
dioecious	dioecious	https://www.wikidata.org/entity/Q148681	sexual system	http://eol.org/schema/terms/SexualSystem
dioicous	dioicous	https://eol.org/schema/terms/dioicous	sexual system	http://eol.org/schema/terms/SexualSystem
distributed in mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
diurnal	diurnal	http://www.wikidata.org/entity/Q906470	behavioral circadian rhythm	http://purl.obolibrary.org/obo/VT_0001502
dry lake bed	dry lake bed	http://purl.obolibrary.org/obo/ENVO_01000296	habitat	http://purl.obolibrary.org/obo/RO_0002303
dry river	dry river	http://purl.obolibrary.org/obo/ENVO_00000018	habitat	http://purl.obolibrary.org/obo/RO_0002303
dry river valley	dry river valley	http://purl.obolibrary.org/obo/ENVO_0010163	habitat	http://purl.obolibrary.org/obo/RO_0002303
dry stream	dry stream	http://purl.obolibrary.org/obo/ENVO_00000278	habitat	http://purl.obolibrary.org/obo/RO_0002303
dry valley	dry valley	http://purl.obolibrary.org/obo/ENVO_00000128	habitat	http://purl.obolibrary.org/obo/RO_0002303
dune	dune	http://purl.obolibrary.org/obo/ENVO_00000170	habitat	http://purl.obolibrary.org/obo/RO_0002303
dune slack	dune slack	http://purl.obolibrary.org/obo/ENVO_00000308	habitat	http://purl.obolibrary.org/obo/RO_0002303
dune soil	dune soil	http://purl.obolibrary.org/obo/ENVO_00002260	habitat	http://purl.obolibrary.org/obo/RO_0002303
edge of a forest stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
edge of a small stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
edge of a stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
edge of stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
edges of cold fast stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
edges of river	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
edges of small stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
edges of stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
endemic to a mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
endemic to a single mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
endemic to a single stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
endemic to freshwater stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
endemic to lake	lake	http://purl.obolibrary.org/obo/ENVO_01000252	habitat	http://purl.obolibrary.org/obo/RO_0002303
endemic to montane	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
endemic to mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
endemic to river	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
endemic to stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
endemic to the Andes mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
endemic to the Carpathian mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
endemic to the mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
endemic to the stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
endemic to this mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
endemic to upland stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
endolithic habitat	endolithic habitat	http://purl.obolibrary.org/obo/ENVO_00000886	habitat	http://purl.obolibrary.org/obo/RO_0002303
endorheic basin	endorheic basin	http://purl.obolibrary.org/obo/ENVO_00000551	habitat	http://purl.obolibrary.org/obo/RO_0002303
endorheic lake	endorheic lake	http://purl.obolibrary.org/obo/ENVO_00000197	habitat	http://purl.obolibrary.org/obo/RO_0002303
epilimnion	epilimnion	http://purl.obolibrary.org/obo/ENVO_00002131	habitat	http://purl.obolibrary.org/obo/RO_0002303
equatorial forest	tropical woodland	http://purl.obolibrary.org/obo/ENVO_01000220	habitat	http://purl.obolibrary.org/obo/RO_0002303
equatorial rain forest	tropical moist broadleaf forest	http://purl.obolibrary.org/obo/ENVO_01000228	habitat	http://purl.obolibrary.org/obo/RO_0002303
equatorial rainforest	tropical moist broadleaf forest	http://purl.obolibrary.org/obo/ENVO_01000228	habitat	http://purl.obolibrary.org/obo/RO_0002303
escarpment	escarpment	http://purl.obolibrary.org/obo/ENVO_00000280	habitat	http://purl.obolibrary.org/obo/RO_0002303
especially in mountains	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
estuarine	estuarine	http://purl.obolibrary.org/obo/ENVO_01000020	habitat	http://purl.obolibrary.org/obo/RO_0002303
estuarine mud	estuarine mud	http://purl.obolibrary.org/obo/ENVO_00002160	habitat	http://purl.obolibrary.org/obo/RO_0002303
estuary	estuary	http://purl.obolibrary.org/obo/ENVO_01000020	habitat	http://purl.obolibrary.org/obo/RO_0002303
eutrophic water	eutrophic water	http://purl.obolibrary.org/obo/ENVO_00002224	habitat	http://purl.obolibrary.org/obo/RO_0002303
evergreen forest	evergreen forest	http://purl.obolibrary.org/obo/ENVO_01000843	habitat	http://purl.obolibrary.org/obo/RO_0002303
evergreen montane	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
exclusive to the mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
ferralsol	ferralsol	http://purl.obolibrary.org/obo/ENVO_00002246	habitat	http://purl.obolibrary.org/obo/RO_0002303
field soil	field soil	http://purl.obolibrary.org/obo/ENVO_00005755	habitat	http://purl.obolibrary.org/obo/RO_0002303
fine sand	fine sand	http://purl.obolibrary.org/obo/ENVO_06105273	habitat	http://purl.obolibrary.org/obo/RO_0002303
fissure cave	fissure cave	http://purl.obolibrary.org/obo/ENVO_00000263	habitat	http://purl.obolibrary.org/obo/RO_0002303
flood meadow	flood meadow	http://purl.obolibrary.org/obo/ENVO_00000154	habitat	http://purl.obolibrary.org/obo/RO_0002303
flood plain	flood plain	http://purl.obolibrary.org/obo/ENVO_00000255	habitat	http://purl.obolibrary.org/obo/RO_0002303
flooded grassland	flooded grassland	http://purl.obolibrary.org/obo/ENVO_01000195	habitat	http://purl.obolibrary.org/obo/RO_0002303
flooded savanna	flooded savanna	http://purl.obolibrary.org/obo/ENVO_01000190	habitat	http://purl.obolibrary.org/obo/RO_0002303
floodway	floodway	http://purl.obolibrary.org/obo/ENVO_00000256	habitat	http://purl.obolibrary.org/obo/RO_0002303
fluvisol	fluvisol	http://purl.obolibrary.org/obo/ENVO_00002273	habitat	http://purl.obolibrary.org/obo/RO_0002303
forest	forest	http://purl.obolibrary.org/obo/ENVO_01000174	habitat	http://purl.obolibrary.org/obo/RO_0002303
forest reserve	forest	http://purl.obolibrary.org/obo/ENVO_01000174	habitat	http://purl.obolibrary.org/obo/RO_0002303
forest soil	forest soil	http://purl.obolibrary.org/obo/ENVO_00002261	habitat	http://purl.obolibrary.org/obo/RO_0002303
forested area	forested area	http://purl.obolibrary.org/obo/ENVO_01000174	habitat	http://purl.obolibrary.org/obo/RO_0002303
forested mountain	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
found in a stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
found in alpine	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
found in headwater stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
found in montane	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
found in mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
found in several mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
found in small lowland stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
found in the Andes mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
found in the mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
found on the mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
found throughout the mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
freshwater	freshwater	http://purl.obolibrary.org/obo/ENVO_00000873	habitat	http://purl.obolibrary.org/obo/RO_0002303
freshwater habitat	freshwater habitat	http://purl.obolibrary.org/obo/ENVO_00000873	habitat	http://purl.obolibrary.org/obo/RO_0002303
freshwater marsh	freshwater marsh	http://purl.obolibrary.org/obo/ENVO_00000053	habitat	http://purl.obolibrary.org/obo/RO_0002303
freshwater wetland	freshwater wetland	http://purl.obolibrary.org/obo/ENVO_00000243	habitat	http://purl.obolibrary.org/obo/RO_0002303
freshwaters such as stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
from a moderately flowing stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
from a single mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
from a single stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
from a small hill stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
from a small lowland stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
from a small rocky stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
from a small shallow stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
from a small unnamed stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
from fast-flowing river	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
from hill stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
from mountain soil	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
from river	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
from small stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
from the mountains of	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
glacial lake	glacial lake	http://purl.obolibrary.org/obo/ENVO_00000488	habitat	http://purl.obolibrary.org/obo/RO_0002303
glacial valley	glacial valley	http://purl.obolibrary.org/obo/ENVO_00000248	habitat	http://purl.obolibrary.org/obo/RO_0002303
gleysol	gleysol	http://purl.obolibrary.org/obo/ENVO_00002244	habitat	http://purl.obolibrary.org/obo/RO_0002303
granite mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
granitic mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
granular sediment	granular sediment	http://purl.obolibrary.org/obo/ENVO_01000117	habitat	http://purl.obolibrary.org/obo/RO_0002303
grassland	grassland	http://purl.obolibrary.org/obo/ENVO_01000177	habitat	http://purl.obolibrary.org/obo/RO_0002303
grassland area	grassland area	http://purl.obolibrary.org/obo/ENVO_01000177	habitat	http://purl.obolibrary.org/obo/RO_0002303
grassland soil	grassland soil	http://purl.obolibrary.org/obo/ENVO_00005750	habitat	http://purl.obolibrary.org/obo/RO_0002303
gravel field	gravel field	http://purl.obolibrary.org/obo/ENVO_00000548	habitat	http://purl.obolibrary.org/obo/RO_0002303
grow in mountains	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
growing in mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
grows in alpine	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
grows in desert mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
grows in montane	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
grows in mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
grows on the mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
guyot	guyot	http://purl.obolibrary.org/obo/ENVO_00000265	habitat	http://purl.obolibrary.org/obo/RO_0002303
habitat includes stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
habitat is mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
habitat is small stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
habitat is stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
habitat montane	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
habitat mountain stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
habitat sandy bouldery stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
habitat such as stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
cold fast-flowing stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
habitats are hill stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
habitats are montane	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
habitats are river	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
habitats are small stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
habitats are stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
habitats include montane	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
habitats including river	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
habitats including stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
habitats such as river	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
habitats such as stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
hadal zone	hadal zone	http://purl.obolibrary.org/obo/ENVO_01000028	habitat	http://purl.obolibrary.org/obo/RO_0002303
hadalpelagic zone	hadalpelagic zone	http://purl.obolibrary.org/obo/ENVO_00000214	habitat	http://purl.obolibrary.org/obo/RO_0002303
